The only thing worse than being blind is having sight but no vision. - Helen Keller
A different world cannot be built by indifferent people. - Peter Marshall.
A real friend is one who walks in when the rest of the world walks out. - Walter Winchell
A shortcut is often the quickest way to someplace you weren’t going.
A genuinely happy person Is one who can enjoy the scenery even on the detour.
"A year from now, you may wish you had started today. - Karen Lamb"
"Age is an issue of mind over matter. If you do not mind, it doesn’t matter. - Mark Twain"
"Always keep your words soft and sweet, just in case you must eat them."
"An optimist is someone who falls off the Empire State Building, and after 50 floors says, ‘So far so good!"""
Anger is one letter away from danger!
Anyone who is not embarrassed of who they were last year probably isn't learning enough. - Alain de Botton
Belligerence is the hallmark of insecurity. – Dwight D. Eisenhower
Build your own dreams or someone else will hire you to build theirs. - Farrah Gray
"By trying, you may fail others. By not, you fail yourself."
